ID_Empleado,Departamento,Manager_ID,Es_Jefe,Tipo_Contrato,Modalidad,Turno,Fecha_Ingreso,Fecha_Salida,Estado,Antiguedad_Meses,Edad,Genero,Nivel_Educativo,Categoria_Profesional,Seniority,Banda_Salarial,Puntuacion_Desempeno,Horas_Extra_Mensuales,Absentismo_Dias_Año,Training_Completado_Pct,Satisfaccion_Onboarding,Engagement_Score,Motivo_Salida
EMP-174,Laboratorio,EMP-002,No,Indefinido,presencial,Rotatorio,17/06/2022,,Activo,35,36,Hombre,Grado_Enfermeria,Tecnico,Adjunto,Media,9.2,10,5,92,5.4,7.0,
EMP-035,Radiologia,EMP-016,No,Indefinido,Presencial,Mañana,15/01/2018,,Activo,89,52,Hombre,Master,Tecnico,Senior,Directiva,9.4,9,5,30,8.1,6.3,
EMP-213,Urgencias,EMP-018,No,Interinidad,Guardia_24h,Rotatorio,13/10/2024,,Activo,6,38,Hombre,Doctorado,Auxiliar,Junior,Media,6.1,35,10,40,3.5,3.4,
EMP-111,Ginecologia y Obstetricia,EMP-007,No,Indefinido,Presencial,Tarde,07/12/2019,,Activo,66,44,Mujer,Medicina,Tecnico,Adjunto,Baja,8.4,13,5,60,9.6,6.1,
EMP-275,urgencias,EMP-011,No,Temporal,Turno_Rotatorio,Rotatorio,26/04/2021,,Activo,49,34,Mujer,FP_Sanitario,Medico,Senior,Directiva,7.5,32,10,49,4.9,2.7,
EMP-100,Medicina Interna,EMP-016,No,Indefinido,Guardia_24h,Rotatorio,31/03/2023,,Activo,25,53,Mujer,Master,Auxiliar,Junior,Baja,8.4,19,6,69,7.0,6.6,
EMP-132,traumatologia,EMP-016,No,Guardia,Presencial,Tarde,04/10/2024,01/02/2025,Baja,,53,Hombre,Doctorado,Auxiliar,Senior,Baja,7.2,15,4,64,10.0,5.5,Despido
EMP-254,RRHH,EMP-009,No,Indefinido,Presencial,Mañana,10/12/2023,,Activo,17,52,Hombre,Grado_Enfermeria,Auxiliar,Senior,Baja,7.9,11,7,73,NULL,8.3,
EMP-157,Traumatologia,EMP-014,No,Guardia,Presencial,Mañana,06/02/2021,,Activo,51,46,Hombre,Medicina,Medico,Senior,Alta,6.0,7,6,72,5.5,7.5,
EMP-215,Reproduccion Asistida,EMP-016,No,Temporal,PRESENCIAL,Rotatorio,31/01/2019,,Activo,76,56,Mujer,Doctorado,Enfermero,Senior,Alta,7.9,18,8,52,6.3,6.1,
EMP-253,Oncologia,EMP-005,No,Temporal,Turno_Rotatorio,Mañana,07/06/2021,,Activo,47,32,Hombre,Master,Enfermero,Senior,Alta,5.8,21,4,17,9.5,7.1,
EMP-125,Ginecologia y Obstetricia,EMP-020,No,Indefinido,PRESENCIAL,Mañana,11/12/2023,,Activo,17,34,Mujer,Medicina,Medico,Adjunto,Media,5.4,6,5,71,7.4,7.7,
EMP-222,Ginecologia y Obstetricia,EMP-008,No,Indefinido,Presencial,Mañana,20/04/2021,,Activo,49,30,Hombre,Medicina,Medico,Senior,Media,6.2,0,11,86,8.5,8.0,
EMP-038,Ginecologia y Obstetricia,EMP-008,No,Indefinido,Presencial,Tarde,14/06/2020,,Activo,59,53,Mujer,Doctorado,Tecnico,Adjunto,Baja,5.9,9,3,63,8.2,8.1,
EMP-144,Pediatria,EMP-011,No,Indefinido,Turno_Rotatorio,Tarde,26/03/2021,19/07/2022,Baja,,33,M,Medicina,Auxiliar,Junior,Baja,7.2,13,3,75,8.4,6.4,
EMP-130,URGENCIAS,EMP-015,No,Indefinido,Guardia_24h,Noche,2021-06-14,,Activo,47,33,Hombre,Master,Medico,Jefe_de_Servicio,Alta,5.3,15,7,45,NULL,4.8,
EMP-075,Pediatria,EMP-008,No,Temporal,Presencial,Rotatorio,19/08/2019,,Activo,69,41,Mujer,Master,Enfermero,Jefe_de_Servicio,Alta,6.3,11,2,75,8.8,7.8,
EMP-069,Traumatologia,EMP-013,No,Indefinido,Presencial,Mañana,2018-05-28,,Activo,84,53,Hombre,Master,Medico,Adjunto,Media,8.1,8,2,62,NULL,8.0,
EMP-238,medicina interna,EMP-015,No,Indefinido,Presencial,Tarde,22/02/2024,,Activo,14,48,Hombre,Master,Medico,Senior,Alta,7.2,15,11,100,7.6,6.5,
EMP-061,laboratorio,EMP-001,No,Indefinido,turno_rotatorio,Tarde,07/01/2021,,Activo,52,62,No_binario,Master,Medico,Junior,Baja,8.2,16,0,59,6.4,5.5,
EMP-146,Ginecologia y Obstetricia,EMP-006,No,Indefinido,Presencial,Rotatorio,05/08/2021,,Activo,45,30,Mujer,Master,Medico,Junior,Media,6.0,12,7,54,9.5,8.4,
EMP-237,Ginecologia y Obstetricia,EMP-011,No,Interinidad,Presencial,Mañana,17/09/2020,,Activo,56,61,Hombre,Doctorado,Administrativo,Adjunto,Media,7.7,9,9,78,6.5,6.4,
EMP-189,Traumatologia,EMP-010,No,Indefinido,Presencial,Rotatorio,05/06/2022,,Activo,35,53,Mujer,Medicina,Medico,Adjunto,Media,5.9,2,6,90,8.1,6.5,
EMP-002,Ginecologia y Obstetricia,,Si,Indefinido,Presencial,Tarde,21/10/2019,,Activo,67,54,mujer,Doctorado,Medico,Adjunto,Alta,7.6,7,3,79,7.6,7.7,
EMP-163,Pediatria,EMP-020,No,Guardia,Presencial,Tarde,05/02/2022,31/01/2023,Baja,,48,Mujer,FP_Sanitario,Enfermero,Adjunto,Alta,9.1,13,5,99,9.4,8.0,Fin_Contrato
EMP-103,Traumatologia,EMP-014,No,Interinidad,Turno_Rotatorio,Noche,18/01/2019,05/08/2021,Baja,,48,Mujer,Medicina,Tecnico,Senior,Alta,7.8,4,7,72,7.5,6.8,Voluntaria
EMP-078,Pediatría,EMP-003,No,Indefinido,Presencial,Mañana,09/10/2022,27/12/2024,Baja,,58,Mujer,Medicina,Auxiliar,Jefe_de_Servicio,Baja,6.3,10,9,97,5.9,6.9,Voluntaria
EMP-164,Pediatria,EMP-014,No,Temporal,presencial,Rotatorio,27/05/2018,,Activo,84,48,Mujer,Medicina,Medico,Senior,Alta,8.1,14,5,57,NULL,7.1,
EMP-249,Ginecologia y Obstetricia,EMP-011,No,Indefinido,Presencial,Tarde,01/04/2019,27/11/2019,Baja,,30,Mujer,Doctorado,Tecnico,Junior,Media,5.7,6,7,68,NULL,8.0,Voluntaria
EMP-191,Cirugia,EMP-006,No,Temporal,Presencial,Tarde,03/11/2022,,Activo,30,46,Mujer,Medicina,Tecnico,Jefe_de_Servicio,Media,10.0,6,6,30,NULL,8.0,
EMP-048,Pediatria,EMP-005,No,Indefinido,Presencial,Mañana,07/10/2019,13/04/2024,Baja,,54,Hombre,Medicina,Enfermero,Jefe_de_Servicio,Directiva,7.5,19,6,53,9.6,7.3,Jubilacion
EMP-131,Medicina Interna,EMP-003,No,Indefinido,Presencial,Rotatorio,22/09/2018,,Activo,80,28,Mujer,Doctorado,Medico,Junior,Media,7.3,7,6,60,8.0,5.3,
EMP-281,URGENCIAS,EMP-014,No,Interinidad,Turno_Rotatorio,Noche,2021-01-20,14/02/2022,Baja,,29,Hombre,FP_Sanitario,Enfermero,Adjunto,Media,6.8,27,13,19,5.3,5.7,Voluntaria
EMP-016,Pediatria,,Si,Indefinido,Presencial,Tarde,29/01/2020,,Activo,64,27,Hombre,Medicina,Medico,Jefe_de_Servicio,Directiva,7.1,8,8,96,NULL,8.8,
EMP-159,Medicina Interna,EMP-001,No,Indefinido,Presencial,Mañana,14/04/2023,,Activo,25,48,Mujer,Medicina,Medico,Adjunto,Baja,8.9,0,0,57,8.4,4.7,
EMP-206,Radiologia,EMP-001,No,Indefinido,PRESENCIAL,Tarde,10/06/2020,,Activo,59,44,Mujer,Master,Tecnico,Adjunto,Media,7.3,22,6,55,7.8,6.2,
EMP-168,Medicina Interna,EMP-015,No,Indefinido,Turno_Rotatorio,Mañana,09/05/2023,,Activo,24,46,Hombre,Medicina,Medico,Senior,Media,6.9,13,6,92,NULL,8.6,
EMP-218,Reproduccion Asistida,EMP-019,No,Indefinido,Turno_Rotatorio,Mañana,29/07/2021,20/05/2023,Baja,,40,Mujer,Medicina,Enfermero,Jefe_de_Servicio,Directiva,6.8,16,13,56,7.9,4.3,Jubilacion
